Measure,Relationship,Type,Name,Alias,Country,Address,Registration number,Notes,Source URL
Infobank (Includes Belmetalnergo); renamed Trustbank ***,target,Company,Belmetalnergo,,Belarus,,,"""Infobank is defined specifically in the proposed notice to include Belmetalnergo""; ""Infobank means all headquarters, branches, offices, and subsidiaries of Infobank operating in Belarus or in any jurisdiction, including Belmetalnergo""",https://www.fincen.gov/system/files/shared/waisgate3.pdf
Infobank (Includes Belmetalnergo); renamed Trustbank ***,related,Organization,Central Bank of Libya,,Libya,,,"""In 2001, Infobank sold a 35 percent share of its shares to the Libyan Arab Foreign Bank (LAFB), which is fully owned by the Central Bank of Libya""",https://www.fincen.gov/system/files/shared/waisgate3.pdf
Infobank (Includes Belmetalnergo); renamed Trustbank ***,owner,Company,Libyan Arab Foreign Bank,LAFB,Libya,,,"""In 2001, Infobank sold a 35 percent share of its shares to the Libyan Arab Foreign Bank (LAFB), which is fully owned by the Central Bank of Libya""",https://www.fincen.gov/system/files/shared/waisgate3.pdf
Infobank (Includes Belmetalnergo); renamed Trustbank ***,related,Company,MAZ–MAN,,,,,"""Infobank is actively involved in a number of business ventures through a network of affiliated entities, joint ventures, and its subsidiary""; ""and MAZ–MAN, a tractor manufacturing company""",https://www.fincen.gov/system/files/shared/waisgate3.pdf
Infobank (Includes Belmetalnergo); renamed Trustbank ***,related,Company,Systems Business Management,,,,,"""Infobank is actively involved in a number of business ventures through a network of affiliated entities, joint ventures, and its subsidiary""; ""Systems Business Management, a joint venture that specializes in project finance in the Middle East and Eastern Europe""",https://www.fincen.gov/system/files/shared/waisgate3.pdf
Infobank (Includes Belmetalnergo); renamed Trustbank ***,related,Person,Victor Shevstov,,,,,"""Infobank’s Chairman, Victor Shevstov, reportedly had close ties with the former Iraqi regime""; ""Shevstov served as Chairman of the Iraqi-Belarus Friendship Society""",https://www.fincen.gov/system/files/shared/waisgate3.pdf
Infobank (Includes Belmetalnergo); renamed Trustbank ***,owner,Organization,government of Belarus,,Belarus,,,"""The government of Belarus is a principal shareholder of the bank’s capital""",https://www.fincen.gov/system/files/shared/waisgate3.pdf
Institución de Banca Multiple (Intercam),self,,Institución de Banca Multiple (Intercam),,Mexico,"Mexico City, Mexico",,"""Intercam is a Mexico-based commercial bank.""; ""Intercam is headquartered in Mexico City, Mexico, has over 70 branches across Mexico, and provides U.S. dollar (USD) correspondent banking services through at least two U.S. financial institutions.""; ""The order defines Intercam Banco S.A., Institución de Banca Multiple (Intercam), a commercial bank licensed by the government of the Republic of Mexico, to mean all of its subsidiaries, branches, and offices located in Mexico and operating pursuant to Mexican financial laws and regulations.""",https://www.federalregister.gov/d/2025-11990
Institución de Banca Multiple (Intercam),subsidiary,Company,"Intercam Advisors, Inc.",,United States,,,"""Intercam also owns other U.S.-based financial services companies—Intercam Futures, Inc. (d/b/a Intercam FX) and Intercam Wealth Management Group, including its affiliates Intercam Advisors, Inc., and Intercam Securities, Inc.""; ""Intercam's U.S.-based subsidiaries are outside the scope of this order.""",https://www.federalregister.gov/d/2025-11990
Institución de Banca Multiple (Intercam),subsidiary,Company,"Intercam Banco Internacional, Inc.",,Puerto Rico,"Guaynabo, Puerto Rico",,"""Intercam has a wholly owned U.S.-based subsidiary bank—Intercam Banco Internacional, Inc., which is headquartered in Guaynabo, Puerto Rico, and is a registered international financial entity in Puerto Rico.""; ""Intercam's U.S.-based subsidiaries are outside the scope of this order.""",https://www.federalregister.gov/d/2025-11990
Institución de Banca Multiple (Intercam),related,Company,Intercam Casa de Bolsa,,Mexico,,,"""Intercam Grupo Financiero is an integrated group of financial services companies headquartered in Mexico City, including Intercam Banco, Intercam Casa de Bolsa, and Intercam Banco Internacional, Inc. in Puerto Rico""",https://www.federalregister.gov/d/2025-11990
Institución de Banca Multiple (Intercam),subsidiary,Company,"Intercam Futures, Inc.",Intercam FX,United States,"Miami, Florida",31000289206987,"""Intercam also owns other U.S.-based financial services companies—Intercam Futures, Inc. (d/b/a Intercam FX) and Intercam Wealth Management Group, including its affiliates Intercam Advisors, Inc., and Intercam Securities, Inc.""; ""Money Services Business Registration No. 31000289206987 (filed by Intercam Futures, Inc., d/b/a Intercam FX in Miami, Florida, received on Dec. 24, 2024).""; ""Intercam's U.S.-based subsidiaries are outside the scope of this order.""",https://www.federalregister.gov/d/2025-11990
Institución de Banca Multiple (Intercam),owner,Company,Intercam Grupo Financiero,,Mexico,Mexico City,,"""Intercam Grupo Financiero is an integrated group of financial services companies headquartered in Mexico City, including Intercam Banco, Intercam Casa de Bolsa, and Intercam Banco Internacional, Inc. in Puerto Rico""; ""Intercam FX is an affiliated entity under common control of Intercam Grupo Financiero""",https://www.federalregister.gov/d/2025-11990
Institución de Banca Multiple (Intercam),subsidiary,Company,"Intercam Securities, Inc.",,United States,,,"""Intercam also owns other U.S.-based financial services companies—Intercam Futures, Inc. (d/b/a Intercam FX) and Intercam Wealth Management Group, including its affiliates Intercam Advisors, Inc., and Intercam Securities, Inc.""; ""Intercam's U.S.-based subsidiaries are outside the scope of this order.""",https://www.federalregister.gov/d/2025-11990
Institución de Banca Multiple (Intercam),subsidiary,Company,Intercam Wealth Management Group,,United States,,,"""Intercam also owns other U.S.-based financial services companies—Intercam Futures, Inc. (d/b/a Intercam FX) and Intercam Wealth Management Group, including its affiliates Intercam Advisors, Inc., and Intercam Securities, Inc.""; ""Intercam's U.S.-based subsidiaries are outside the scope of this order.""",https://www.federalregister.gov/d/2025-11990
Islamic Republic of Iran,related,Organization,Aerospace Industries Organization,AIO,Iran,,,"""and the Aerospace Industries Organization (“AIO”), which is identified in the Annex to E.O. 13382 for its role in overseeing Iran’s missile industries.""; ""AIO, the parent entity to Shahid Hemat Industrial Group (SHIG), which is also listed in the Annex to E.O. 13382, was identified for its ballistic missile research, development, and production activities, in addition to overseeing all of Iran’s missile industries.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Person,Ali Tarzali,,Iran,,,"""in connection with a scheme to move millions of USD for the IRGC–QF, Treasury designated the then-governor of the CBI, Valiollah Seif, the assistant director of CBI’s international department, Ali Tarzali""; ""Treasury designated them as Specially Designated Global Terrorists (SDGTs) pursuant to E.O. 13224.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Ansar Bank,,Iran,,,"""Ansar Bank and Mehr Bank for providing financial services to the IRGC""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Ansar Bank,,Iran,,,"""The action included a designation of Ansar Bank, an Iranian bank controlled by the IRGC, and its currency exchange arm, Ansar Exchange, for providing banking services to the IRGC–QF.""; ""FinCEN notes that two Iranian banks are currently designated by the European Union as entities subject to an asset freeze and prohibition to make funds available: Ansar Bank and Mehr Bank.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Ansar Exchange,,Iran,,,"""The action included a designation of Ansar Bank, an Iranian bank controlled by the IRGC, and its currency exchange arm, Ansar Exchange, for providing banking services to the IRGC–QF.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Organization,Atomic Energy Organization of Iran,AEOI,Iran,,,"""Iran has used the Atomic Energy Organization of Iran (“AEOI”), which was designated by Treasury as the main Iranian organization for research and development activities in the field of nuclear technology, including Iran’s uranium enrichment program, to manage the country’s overall nuclear program.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Organization,Atomic Energy Organization of Iran,,Iran,,,"""which plays a crucial role in Iran’s uranium enrichment through the production of centrifuges for Atomic Energy Organization of Iran facilities.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Bank Mellat,,Iran,,,"""Treasury has also designated under E.O. 13382 Bank Mellat, another Iranian state-owned bank, for financially facilitating Iran’s nuclear and proliferation activities by supporting AEOI and its main financial conduit,""; ""Specifically, the designation noted that as of October 2007, Bank Mellat had facilitated the movement of millions of dollars for Iran’s nuclear program since at least 2003.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Bank Melli,,Iran,,,"""Iran’s state-owned Bank Melli, which was identified in UNSCR 1803,""; ""Treasury found that Bank Melli has provided a range of financial services to known proliferators, including opening letters of credit and maintaining accounts.""; ""Treasury designated Bank Melli and associated subsidiaries and front companies under E.O. 13382 for its financial support to entities involved in the proliferation of weapons of mass destruction.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Bank Melli,,Iran,,,"""Bank Melli was among those banks designated pursuant to E.O. 13224 for assisting in, sponsoring, or providing financial, material, or technological support for, or other services to or in support of, the IRGC–QF.""; ""As of 2018, the equivalent of billions of USD in funds had transited IRGC–QF controlled accounts at Bank Melli.""; ""Moreover, Bank Melli had enabled the IRGC and its affiliates to move funds into and out of Iran, while the IRGC–QF, using Bank Melli’s presence in Iraq, had used Bank Melli to pay Iraqi Shia militant groups.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Bank Refah,,Iran,,,"""Bank Refah for providing financial services to MODAFL""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Bank Saderat,,Iran,,,"""In 2007, the Treasury designated Bank Saderat under E.O. 13224 for its financial support of terrorist organizations, noting that from 2001 to 2006 Bank Saderat transferred $50 million from the Central Bank of Iran through its subsidiary in London to its branch in Beirut for the benefit of Hizballah fronts in Lebanon that support acts of violence.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Bank Sepah,,Iran,,,"""following the designation of Bank Sepah under UNSCR 1747 for its support for AIO and AIO’s subordinates, Bank Melli took precautions not to identify Bank Sepah in transactions.""; ""since Bank Sepah’s designation by the United States and identification by the UN Security Council, EDBI has served as one of the leading intermediaries handling Bank Sepah’s financing,""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Bank Tejarat,,Iran,,,"""The U.S. and EU-designated Iranian banks Melli, Mellat, and state-owned Iranian Bank Tejarat have provided financial support to Khatam al-Anbiya-related business before and after the UN designation of Khatam al-Anbiya and fourteen of its subsidiaries.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Bank of Industry and Mine,,Iran,,,"""Bank of Industry and Mine for providing financial services to Bank Mellat and EIH""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Organization,Basij Resistance Force,,Iran,,,"""In October 2018, Treasury designated an Iran-based network comprised of businesses providing financial support to the Basij Resistance Force, a paramilitary force subordinate to the IRGC.""; ""the IRGC Basij militia recruits, trains, and deploys child soldiers to fight in IRGC-fueled conflicts across the region.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Organization,Central Bank of Iran,CBI; Central Bank of the Islamic Republic of Iran,Iran,,,"""The Central Bank of Iran, which regulates Iranian banks, has assisted designated Iranian banks by transferring billions of dollars to these banks in 2011.""; ""In mid-2011, the CBI transferred several billion dollars to designated banks, including Saderat, Mellat, EDBI and Melli, through a variety of payment schemes.""; ""Iranian financial institutions, including the Central Bank of Iran (“CBI”), and other state-controlled entities, willingly engage in deceptive practices to disguise illicit conduct, evade international sanctions, and undermine the efforts of responsible regulatory agencies around the world.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,target,Organization,Central Bank of Iran,Bank Markazi Iran,Iran,,,"""In addition, the Central Bank of Iran (Bank Markazi Iran), as well as any foreign bank of which more than 50 percent of the voting stock or analogous interest is owned by two or more foreign banks chartered by Iran, shall be considered an Iranian banking institution.""; ""in the case of the Islamic Republic of Iran, this inclusion is justified due to the deceptive practices the Central Bank of Iran engages in and encourages among Iranian state-owned banks.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-28/pdf/2011-30331.pdf
Islamic Republic of Iran,related,Organization,Central Bank of Iran,CBI,Iran,,,"""In September 2019, Treasury designated the CBI and NDF under its counterterrorism authority, Executive Order (E.O.) 13224, as amended by E.O. 13886.""; ""The CBI has been complicit in these activities, including providing billions of U.S. dollars (USD) and euros to the IRGC–QF, Hizballah and other terrorist organizations.""; ""Since at least 2016, the CBI has provided the IRGC–QF with the vast majority of its foreign currency.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Centrifuge Technology Company,,Iran,,,"""Treasury designated seven entities and five individuals in Iran, China, and Belgium, for acting as a procurement network for Iran’s Centrifuge Technology Company, which plays a crucial role in Iran’s uranium enrichment through the production of centrifuges for Atomic Energy Organization of Iran facilities.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Organization,Defense Industries Organization,DIO,Iran,,,"""Iran also controls the Defense Industries Organization (“DIO”),""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,EIH,,Germany,,,"""the Iranian-owned German bank EIH for providing financial services to Bank Mellat, Persia International Bank, EDBI, and Post Bank""; ""As recently as May 2011, the EU designated EIH for playing a “key role in assisting a number of Iranian banks with alternative options for completing transactions disrupted by EU sanctions targeting Iran.”""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Ebtekar Sanat Ilya,,Iran,,,"""Among the targets in Treasury’s August 2019 designation action was the Iranian firm Ebtekar Sanat Ilya, which helped procure more than one million dollars’ worth of export-controlled, military-grade electronic components for Iranian military clients—including both SBIG and SHIG.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Export Development Bank of Iran,EDBI,Iran,,,"""The designation further asserted that EDBI provides financial services to multiple MODAFL-subordinate entities and facilitated the ongoing procurement activities of various front companies associated with MODAFL-subordinate entities.""; ""since Bank Sepah’s designation by the United States and identification by the UN Security Council, EDBI has served as one of the leading intermediaries handling Bank Sepah’s financing,""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,First East Export Bank,,Malaysia,,,"""In November 2009, First East Export Bank was designated pursuant to E.O. 13382 as a subsidiary and for its support of Bank Mellat.""; ""Noting that Bank Mellat itself has facilitated hundreds of millions of dollars in transactions for Iranian nuclear, missile, and defense entities, UNSCR 1929 designated First East Export Bank, a Bank Mellat subsidiary in Malaysia.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Global Vision Group,,Russia,,,"""The scheme was centered on Syrian national Mohammad Amer Alchwiki and his Russia-based company, Global Vision Group.""; ""Global Vision worked with Russian state-owned company Promsyrioimport to facilitate shipments of Iranian oil to Syria.""; ""Iran sent funds to Russia through Alchwiki and Global Vision.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,HDS Lines,,,,,"""and has moved its container operations to a subsidiary, HDS Lines.""; ""Moreover, IRISL has also since stopped referring to HDS Lines in bills of lading from its shipping agent.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Hong Kong Electronics,,,,,"""The designation further notes that, in 2009, Post Bank facilitated business on behalf of Bank Sepah between Iran’s defense industries and overseas beneficiaries and transacted millions of dollars worth of business between U.S.-designated Hong Kong Electronics and other overseas beneficiaries.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Person,Hossein Yaghoobi,,Iran,,,"""CBI International Department Director Rasul Sajjad and CBI Vice Governor for International Affairs Hossein Yaghoobi both assisted in facilitating Alchwiki’s transfers.""; ""who has a history of working with Hizballah in Lebanon and has coordinated financial transfers to Hizballah with IRGC–QF and Hizballah personnel.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Organization,IRGC-Qods Force,Qods Force; IRGC-QF,Iran,,,"""IRGC–Qods Force was designated under E.O. 13224 for providing material support for the Taliban and other terrorist groups.""; ""The Qods Force reportedly has been active in the Levant, where it has a long history of supporting Hizballah’s military, paramilitary, and terrorist activities, and provides Hizballah with as much as $200 million in funding per year.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,IRISL Benelux NV,,,,,"""Three IRISL-related entities, Irano Hind Shipping Company, IRISL Benelux NV, and South Shipping Line Iran (SSL), were sanctioned by the UN in June 2010.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Iran Air,,Iran,,,"""Treasury also designated Iran Air under E.O. 13382 for providing material support to the IRGC and MODAFL, both of which used the commercial airline carrier to transport military-related equipment on passenger aircraft.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Organization,Iranian National Development Fund,NDF,Iran,,,"""During 2018 and early 2019, the CBI transferred several billion USD and euros from the Iranian National Development Fund (NDF) to the IRGC–QF.""; ""In September 2019, Treasury designated the CBI and NDF under its counterterrorism authority, Executive Order (E.O.) 13224, as amended by E.O. 13886.""; ""The Iranian government established the NDF to serve the welfare of the Iranian people by allocating revenues from oil and gas sales to economic investments, but has instead used the NDF as a slush fund for the IRGC–QF""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Irano Hind Shipping Company,,,,,"""Three IRISL-related entities, Irano Hind Shipping Company, IRISL Benelux NV, and South Shipping Line Iran (SSL), were sanctioned by the UN in June 2010.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Islamic Republic of Iran Shipping Lines,IRISL,Iran,,,"""Treasury designated IRISL, Iran’s national maritime carrier, and affiliated entities pursuant to E.O. 13382 for providing logistical services to MODAFL.""; ""Since being subjected to U.S. and international sanctions, IRISL has renamed as many as 80 of the ships in its fleet and changed ownership information and flag registries to evade sanctions.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Organization,Islamic Revolutionary Guard Corps,IRGC,Iran,,,"""Iran’s Islamic Revolutionary Guard Corps (“IRGC”) was founded in the aftermath of the 1979 Islamic Revolution to defend the government against internal and external threats.""; ""The IRGC, which was designated by the Department of State as a primary proliferator under E.O. 13382 in October 2007, owns and/or controls multiple commercial entities across a wide range of sectors within the Iranian economy.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Organization,Islamic Revolutionary Guard Corps,IRGC,Iran,,,"""In April 2019, the State Department designated the IRGC, including the IRGC–QF, as a Foreign Terrorist Organization (FTO).""; ""The IRGC is integrally woven into the Iranian economy, operating institutions and front companies worldwide, so that the profits from seemingly legitimate business deals may actually fund Iranian terrorism.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Organization,Islamic Revolutionary Guard Corps Qods Force,IRGC-QF,Iran,,,"""The IRGC–QF is an elite unit within the IRGC, the military and internal security force created after the Islamic Revolution.""; ""Treasury has designated the IRGC–QF pursuant to E.O. 13224 for providing material support to terrorist groups, including the Taliban, E.O. 13572 for support to the Syrian General Intelligence Directorate, the Assad regime’s civilian intelligence service, and E.O. 13553 for serious human rights abuses by the Iranian government.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Khatam al-Anbiya,Khatem al-Anbiya Constructions Headquarters; Khatam al-Anbiya Construction Headquarters,Iran,,,"""For example, the IRGC established Khatam al-Anbiya, the largest major Iranian construction conglomerate,""; ""Khatam al-Anbiya was designated by Treasury in 2007 pursuant to E.O. 13382.""; ""including Khatam al-Anbiya Construction Headquarters, which secured deals worth at least $7 billion in the oil, gas and transportation sectors, among others, in 2006.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Khatam al-Anbiya Construction Headquarters,,Iran,,,"""for providing financial support to Khatam al-Anbiya Construction Headquarters, the engineering arm of the IRGC.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Mehr Bank,,Iran,,,"""Ansar Bank and Mehr Bank for providing financial services to the IRGC""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Mehr Bank,,Iran,,,"""FinCEN notes that two Iranian banks are currently designated by the European Union as entities subject to an asset freeze and prohibition to make funds available: Ansar Bank and Mehr Bank.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Mesbah Energy Company,Mesbah,Iran,,,"""Additionally, Mesbah Energy Company (“Mesbah”), was designated under EO 13382 for being controlled by, or acting or purporting to act for or on behalf of AEOI, and was cited in UNSCR 1737.""; ""Mesbah has been used to procure products for Iran’s heavy water project.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Organization,Ministry of Defense and Armed Forces Logistics,MODAFL,Iran,,,"""Additionally, Iran has relied on the Ministry of Defense and Armed Forces Logistics (“MODAFL”), which was designated by the State Department under Executive Order (“E.O.”) 13382 for proliferation activities.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Organization,Ministry of Defense and Armed Forces Logistics,MODAFL,Iran,,,"""In March 2019, Treasury took action against 25 individuals and entities, including a network of Iran, UAE, and Turkey-based front companies that transferred over a billion USD and euros to the IRGC, IRGC–QF and Iran’s Ministry of Defense and Armed Forces Logistics (MODAFL).""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Mir Business Bank,,Russia,,,"""Treasury designated Mir Business Bank on November 5, 2018.""; ""It is a wholly-owned subsidiary of Iran’s Bank Melli, which was designated for acting as a conduit for payments to the IRGC–QF.""; ""and funneled millions of USD between the CBI and Alchwiki’s Mir Bank account in Russia.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Moallem Insurance Company,,Iran,,,"""IRISL was forced to turn to Tehran-based Moallem Insurance Company, which was not in the business of providing maritime insurance.""; ""Treasury designated Moallem in December 2010 for providing marine insurance to IRISL vessels.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Person,Mohammad Amer Alchwiki,,Syria,,,"""The scheme was centered on Syrian national Mohammad Amer Alchwiki and his Russia-based company, Global Vision Group.""; ""Treasury noted at the time of the designations that Mohammad Amer Alchwiki, a central player in this scheme, was acting as a critical conduit for the transfer of the USD banknotes.""; ""Alchwiki worked with the Central Bank of Syria to coordinate transfers to Hizballah official Muhammad Qasir, in charge of the Hizballah unit responsible for weapons, technology, and other support transfers.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Novin Energy Company,Novin,Iran,,,"""For example, Novin, an AEOI front company that operates as the financial arm of AEOI, has transferred millions of dollars on behalf of AEOI to entities associated with Iran’s nuclear program.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Persia International Bank,,,,,"""the Iranian-owned German bank EIH for providing financial services to Bank Mellat, Persia International Bank, EDBI, and Post Bank""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Persian Gulf Petrochemical Industries Company,,Iran,,,"""In June 2019, Treasury designated Iran’s largest and most profitable petrochemical holding group, Persian Gulf Petrochemical Industries Company, for providing financial support to Khatam al-Anbiya Construction Headquarters, the engineering arm of the IRGC.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Post Bank of Iran,Post Bank,Iran,,,"""Treasury designated Post Bank for operating on behalf of Bank Sepah""; ""The designation further notes that, in 2009, Post Bank facilitated business on behalf of Bank Sepah between Iran’s defense industries and overseas beneficiaries and transacted millions of dollars worth of business between U.S.-designated Hong Kong Electronics and other overseas beneficiaries.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Company,Promsyrioimport,,Russia,,,"""Global Vision worked with Russian state-owned company Promsyrioimport to facilitate shipments of Iranian oil to Syria.""; ""Following the CBI’s transfer of funds from Tadbir Kish to Global Vision, Global Vision transferred payments to Promsyrioimport.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Person,Rasul Sajjad,,Iran,,,"""CBI International Department Director Rasul Sajjad and CBI Vice Governor for International Affairs Hossein Yaghoobi both assisted in facilitating Alchwiki’s transfers.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,Redin Exchange,,Turkey,,,"""Treasury designated Turkey-based Redin Exchange and its Deputy Head, Ismael Tash""; ""Since at least 2017, Tash has had contact with a money transfer channel managed by Mohammad Sarur that transferred IRGC–QF money to Hamas; as of January 2019, Tash was a key player in many Iran-Hamas financial transfers.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Person,Rostam Qasemi,,Iran,,,"""pursuant to E.O. 13224, designated 16 entities and 10 individuals, including senior IRGC–QF official and former Iranian Minister of Petroleum Rostam Qasemi, who oversees the network.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Organization,Shahid Bakeri Industrial Group,SBIG,Iran,,,"""Iran’s Shahid Bakeri Industrial Group (SBIG) and Shahid Hemmat Industrial Group (SHIG), respectively its solid and liquid propellant ballistic missile producers, utilize foreign entities and networks to procure missile-related materials and technology and disguise their involvement in the process.""; ""SBIG and SHIG are listed in the annex to E.O. 13382, which targets proliferators of WMD and their supporters.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Organization,Shahid Hemat Industrial Group,SHIG,Iran,,,"""AIO, the parent entity to Shahid Hemat Industrial Group (SHIG), which is also listed in the Annex to E.O. 13382, was identified for its ballistic missile research, development, and production activities, in addition to overseeing all of Iran’s missile industries.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
Islamic Republic of Iran,related,Organization,Shahid Hemmat Industrial Group,SHIG,Iran,,,"""Iran’s Shahid Bakeri Industrial Group (SBIG) and Shahid Hemmat Industrial Group (SHIG), respectively its solid and liquid propellant ballistic missile producers, utilize foreign entities and networks to procure missile-related materials and technology and disguise their involvement in the process.""; ""SBIG and SHIG are listed in the annex to E.O. 13382, which targets proliferators of WMD and their supporters.""",https://www.fincen.gov/system/files/shared/2019-23697.pdf
Islamic Republic of Iran,related,Company,South Shipping Line Iran,SSL,,,,"""Three IRISL-related entities, Irano Hind Shipping Company, IRISL Benelux NV, and South Shipping Line Iran (SSL), were sanctioned by the UN in June 2010.""",http://www.gpo.gov/fdsys/pkg/FR-2011-11-25/pdf/2011-30332.pdf
